,Curve_Kmtal,Curve_Kmtalti,Curve_Langd_m,Curve_Radie_m,Curve_Kmtal_km,Curve_Kmtal_meter,Curve_Kmtaltil_km,Curve_Kmtaltil_meter,Curve_Start_Meters,Curve_End_Meters,Track_Bdl,Track_Km,Track_+m,Track_Kmti,Track_+mti,Track_spm,Track_UNE,Track_spår,Track_Pl/Str,Track_Rälmodell,Track_Räl_vikt(kg/m),Track_Sliper_typ,Track_Befästning_typ,Track_Start_Meters,Track_End_Meters
7097,48+773,48+838,65.0,300.0,48.0,773.0,48.0,838.0,48773.0,48838.0,451.0,48.0,768.0,49.0,106.0,339.0,E,1,Sgs,UIC,60.0,,,48768.0,49106.0
7098,48+781,49+50,269.0,588.0,48.0,781.0,49.0,50.0,48781.0,49050.0,451.0,48.0,768.0,49.0,106.0,339.0,E,1,Sgs,UIC,60.0,,,48768.0,49106.0
7099,48+801,48+891,89.78,6045.0,48.0,801.0,48.0,891.0,48801.0,48891.0,451.0,48.0,768.0,49.0,106.0,339.0,E,1,Sgs,UIC,60.0,,,48768.0,49106.0
7100,48+801,48+891,89.92,6050.0,48.0,801.0,48.0,891.0,48801.0,48891.0,451.0,48.0,768.0,49.0,106.0,339.0,E,1,Sgs,UIC,60.0,,,48768.0,49106.0
7101,48+808,48+911,102.845,3850.0,48.0,808.0,48.0,911.0,48808.0,48911.0,451.0,48.0,768.0,49.0,106.0,339.0,E,1,Sgs,UIC,60.0,,,48768.0,49106.0
7102,48+810,49+11,201.0,422.0,48.0,810.0,49.0,11.0,48810.0,49011.0,451.0,48.0,768.0,49.0,106.0,339.0,E,1,Sgs,UIC,60.0,,,48768.0,49106.0
7103,48+821,48+886,64.496,3400.0,48.0,821.0,48.0,886.0,48821.0,48886.0,451.0,48.0,768.0,49.0,106.0,339.0,E,1,Sgs,UIC,60.0,,,48768.0,49106.0
7104,48+822,48+873,50.592,-760.0,48.0,822.0,48.0,873.0,48822.0,48873.0,451.0,48.0,768.0,49.0,106.0,339.0,E,1,Sgs,UIC,60.0,,,48768.0,49106.0
7106,48+828,48+915,87.0,412.0,48.0,828.0,48.0,915.0,48828.0,48915.0,451.0,48.0,768.0,49.0,106.0,339.0,E,1,Sgs,UIC,60.0,,,48768.0,49106.0
7107,48+843,49+62,218.0,985.0,48.0,843.0,49.0,62.0,48843.0,49062.0,451.0,48.0,768.0,49.0,106.0,339.0,E,1,Sgs,UIC,60.0,,,48768.0,49106.0
7109,48+847,48+897,50.59,-760.0,48.0,847.0,48.0,897.0,48847.0,48897.0,451.0,48.0,768.0,49.0,106.0,339.0,E,1,Sgs,UIC,60.0,,,48768.0,49106.0
7110,48+850,49+98,248.0,-394.0,48.0,850.0,49.0,98.0,48850.0,49098.0,451.0,48.0,768.0,49.0,106.0,339.0,E,1,Sgs,UIC,60.0,,,48768.0,49106.0
7111,48+882,48+966,84.5,603.0,48.0,882.0,48.0,966.0,48882.0,48966.0,451.0,48.0,768.0,49.0,106.0,339.0,E,1,Sgs,UIC,60.0,,,48768.0,49106.0
7112,48+883,48+977,94.0,584.0,48.0,883.0,48.0,977.0,48883.0,48977.0,451.0,48.0,768.0,49.0,106.0,339.0,E,1,Sgs,UIC,60.0,,,48768.0,49106.0
7113,48+908,49+31,126.431,-99000.0,48.0,908.0,49.0,31.0,48908.0,49031.0,451.0,48.0,768.0,49.0,106.0,339.0,E,1,Sgs,UIC,60.0,,,48768.0,49106.0
7114,48+915,48+926,11.392,760.0,48.0,915.0,48.0,926.0,48915.0,48926.0,451.0,48.0,768.0,49.0,106.0,339.0,E,1,Sgs,UIC,60.0,,,48768.0,49106.0
7115,48+922,49+40,117.5,1000.0,48.0,922.0,49.0,40.0,48922.0,49040.0,451.0,48.0,768.0,49.0,106.0,339.0,E,1,Sgs,UIC,60.0,,,48768.0,49106.0
7116,48+946,48+972,26.0,625.0,48.0,946.0,48.0,972.0,48946.0,48972.0,171.0,48.0,940.0,49.0,338.0,398.0,E,2,Sbe,UIC,60.0,B2.5,P-Ec,48940.0,49338.0
7117,48+974,49+78,106.072,9000.0,48.0,974.0,49.0,78.0,48974.0,49078.0,625.0,48.0,974.0,49.0,84.0,110.0,E,2,Snu,SJ,50.0,B2.5,P-Ec,48974.0,49084.0
7120,49+1,49+81,79.512,-30000.0,49.0,1.0,49.0,81.0,49001.0,49081.0,625.0,48.0,974.0,49.0,84.0,110.0,E,2,Snu,SJ,50.0,B2.5,P-Ec,48974.0,49084.0
7123,49+43,49+87,44.797,-355.0,49.0,43.0,49.0,87.0,49043.0,49087.0,961.0,49.0,36.0,49.0,300.0,264.0,E,2,Rye,BV,50.0,B2.5,P-Ec,49036.0,49300.0
7124,49+45,49+180,134.495,2065.0,49.0,45.0,49.0,180.0,49045.0,49180.0,961.0,49.0,36.0,49.0,300.0,264.0,E,2,Rye,BV,50.0,B2.5,P-Ec,49036.0,49300.0
7125,49+48,49+247,199.101,851.0,49.0,48.0,49.0,247.0,49048.0,49247.0,961.0,49.0,36.0,49.0,300.0,264.0,E,2,Rye,BV,50.0,B2.5,P-Ec,49036.0,49300.0
7126,49+64,49+115,51.835,-3418.0,49.0,64.0,49.0,115.0,49064.0,49115.0,961.0,49.0,36.0,49.0,300.0,264.0,E,2,Rye,BV,50.0,B2.5,P-Ec,49036.0,49300.0
7127,49+75,49+126,50.907,-4500.0,49.0,75.0,49.0,126.0,49075.0,49126.0,961.0,49.0,36.0,49.0,300.0,264.0,E,2,Rye,BV,50.0,B2.5,P-Ec,49036.0,49300.0
7128,49+87,49+90,2.949,-3418.0,49.0,87.0,49.0,90.0,49087.0,49090.0,961.0,49.0,36.0,49.0,300.0,264.0,E,2,Rye,BV,50.0,B2.5,P-Ec,49036.0,49300.0
7131,49+159,49+213,53.998,-762.0,49.0,159.0,49.0,213.0,49159.0,49213.0,652.0,49.0,147.0,49.0,370.0,223.0,E,2,Gop,E3,50.0,B2.5,P-FE,49147.0,49370.0
7132,49+178,49+305,127.0,-510.0,49.0,178.0,49.0,305.0,49178.0,49305.0,451.0,49.0,172.0,50.0,420.0,1243.0,N,2,Sgs,E1,60.0,B,P-Fc,49172.0,50420.0
7133,49+199,49+431,231.999,-2291.5,49.0,199.0,49.0,431.0,49199.0,49431.0,451.0,49.0,172.0,50.0,420.0,1243.0,N,2,Sgs,E1,60.0,B,P-Fc,49172.0,50420.0
7134,49+199,49+430,231.13,-2287.0,49.0,199.0,49.0,430.0,49199.0,49430.0,451.0,49.0,172.0,50.0,420.0,1243.0,N,2,Sgs,E1,60.0,B,P-Fc,49172.0,50420.0
7135,49+206,49+272,65.86,-8000.0,49.0,206.0,49.0,272.0,49206.0,49272.0,451.0,49.0,172.0,50.0,420.0,1243.0,N,2,Sgs,E1,60.0,B,P-Fc,49172.0,50420.0
7136,49+216,49+318,102.0,-589.0,49.0,216.0,49.0,318.0,49216.0,49318.0,434.0,49.0,216.0,50.0,35.0,819.0,U,2,Tbo,UIC,60.0,B2.5,P-Ec,49216.0,50035.0
7137,49+257,49+277,20.28,-8000.0,49.0,257.0,49.0,277.0,49257.0,49277.0,322.0,49.0,252.0,54.0,161.0,4732.0,E,,Gad-Hfr,UIC,60.0,B2.5,P-Fc,49252.0,54161.0
7138,49+266,49+313,47.0,534.0,49.0,266.0,49.0,313.0,49266.0,49313.0,322.0,49.0,252.0,54.0,161.0,4732.0,E,,Gad-Hfr,UIC,60.0,B2.5,P-Fc,49252.0,54161.0
7139,49+292,49+725,432.09,4000.0,49.0,292.0,49.0,725.0,49292.0,49725.0,434.0,49.0,280.0,50.0,35.0,754.0,N,1,Tbo,UIC,60.0,B2.5,P-Ec,49280.0,50035.0
7140,49+317,49+370,53.206,-2400.0,49.0,317.0,49.0,370.0,49317.0,49370.0,434.0,49.0,280.0,50.0,35.0,754.0,N,1,Tbo,UIC,60.0,B2.5,P-Ec,49280.0,50035.0
7141,49+318,49+557,239.31,-521.0,49.0,318.0,49.0,557.0,49318.0,49557.0,434.0,49.0,280.0,50.0,35.0,754.0,N,1,Tbo,UIC,60.0,B2.5,P-Ec,49280.0,50035.0
7142,49+321,49+341,20.461,2000.0,49.0,321.0,49.0,341.0,49321.0,49341.0,434.0,49.0,280.0,50.0,35.0,754.0,N,1,Tbo,UIC,60.0,B2.5,P-Ec,49280.0,50035.0
7143,49+339,49+389,50.0,-600.0,49.0,339.0,49.0,389.0,49339.0,49389.0,171.0,49.0,338.0,57.0,480.0,8142.0,E,,Sbe-Ruk,UIC,60.0,B2.5,P-Ec,49338.0,57480.0
7144,49+342,49+732,389.912,-550.0,49.0,342.0,49.0,732.0,49342.0,49732.0,171.0,49.0,338.0,57.0,480.0,8142.0,E,,Sbe-Ruk,UIC,60.0,B2.5,P-Ec,49338.0,57480.0
7145,49+357,49+644,287.0,581.0,49.0,357.0,49.0,644.0,49357.0,49644.0,961.0,49.0,345.0,50.0,218.0,874.0,E,2,Rye,BV,50.0,B2.5,P-Ec,49345.0,50218.0
7146,49+361,49+411,50.592,760.0,49.0,361.0,49.0,411.0,49361.0,49411.0,961.0,49.0,345.0,50.0,218.0,874.0,E,2,Rye,BV,50.0,B2.5,P-Ec,49345.0,50218.0
7147,49+385,49+453,68.0,-468.0,49.0,385.0,49.0,453.0,49385.0,49453.0,624.0,49.0,381.0,58.0,972.0,9593.0,E,,Snu-Svg,SJ,50.0,B2.5,P-Ec,49381.0,58972.0
7148,49+387,49+450,63.0,-763.0,49.0,387.0,49.0,450.0,49387.0,49450.0,624.0,49.0,381.0,58.0,972.0,9593.0,E,,Snu-Svg,SJ,50.0,B2.5,P-Ec,49381.0,58972.0
7149,49+403,49+519,116.0,-400.0,49.0,403.0,49.0,519.0,49403.0,49519.0,652.0,49.0,399.0,50.0,91.0,688.0,E,2,Gop,E3,50.0,B2.5,P-FE,49399.0,50091.0
7150,49+417,49+439,21.583,-2200.0,49.0,417.0,49.0,439.0,49417.0,49439.0,652.0,49.0,399.0,50.0,91.0,688.0,E,2,Gop,E3,50.0,B2.5,P-FE,49399.0,50091.0
7152,49+426,49+482,56.0,703.0,49.0,426.0,49.0,482.0,49426.0,49482.0,333.0,49.0,420.0,49.0,619.0,199.0,E,2,Gtf,SJ,50.0,B,P-Ec,49420.0,49619.0
7153,49+434,49+461,26.627,300.0,49.0,434.0,49.0,461.0,49434.0,49461.0,333.0,49.0,420.0,49.0,619.0,199.0,E,2,Gtf,SJ,50.0,B,P-Ec,49420.0,49619.0
7155,49+488,49+635,147.0,959.0,49.0,488.0,49.0,635.0,49488.0,49635.0,421.0,49.0,458.0,50.0,162.0,704.0,E,2,Ssa,SJ,50.0,B2.5,P-Ec,49458.0,50162.0
7156,49+490,49+530,40.0,-1374.0,49.0,490.0,49.0,530.0,49490.0,49530.0,421.0,49.0,458.0,50.0,162.0,704.0,E,2,Ssa,SJ,50.0,B2.5,P-Ec,49458.0,50162.0
7157,49+503,49+572,69.875,-9700.0,49.0,503.0,49.0,572.0,49503.0,49572.0,421.0,49.0,458.0,50.0,162.0,704.0,E,2,Ssa,SJ,50.0,B2.5,P-Ec,49458.0,50162.0
7158,49+519,49+625,106.0,990.0,49.0,519.0,49.0,625.0,49519.0,49625.0,421.0,49.0,458.0,50.0,162.0,704.0,E,2,Ssa,SJ,50.0,B2.5,P-Ec,49458.0,50162.0
7159,49+520,49+580,60.0,962.0,49.0,520.0,49.0,580.0,49520.0,49580.0,421.0,49.0,458.0,50.0,162.0,704.0,E,2,Ssa,SJ,50.0,B2.5,P-Ec,49458.0,50162.0
7160,49+534,49+556,22.033,25000.0,49.0,534.0,49.0,556.0,49534.0,49556.0,412.0,49.0,530.0,49.0,645.0,116.0,U2,3,Jn,UIC,60.0,B2.5,P-Ec,49530.0,49645.0
7165,49+591,49+631,40.5,-30000.0,49.0,591.0,49.0,631.0,49591.0,49631.0,412.0,49.0,530.0,49.0,645.0,116.0,U2,3,Jn,UIC,60.0,B2.5,P-Ec,49530.0,49645.0
7172,49+639,49+662,22.431,200.0,49.0,639.0,49.0,662.0,49639.0,49662.0,412.0,49.0,637.0,49.0,751.0,114.0,N1,1,Jn,UIC,60.0,B2.5,P-Ec,49637.0,49751.0
7173,49+645,49+710,32.394,-1200.0,49.0,645.0,49.0,710.0,49645.0,49710.0,412.0,49.0,637.0,49.0,751.0,114.0,N1,1,Jn,UIC,60.0,B2.5,P-Ec,49637.0,49751.0
7174,49+646,49+668,22.5,15000.0,49.0,646.0,49.0,668.0,49646.0,49668.0,412.0,49.0,637.0,49.0,751.0,114.0,N1,1,Jn,UIC,60.0,B2.5,P-Ec,49637.0,49751.0
7175,49+658,49+693,35.0,-320.0,49.0,658.0,49.0,693.0,49658.0,49693.0,412.0,49.0,651.0,49.0,825.0,174.0,U1,4,Jn,UIC,60.0,B2.5,P-Ec,49651.0,49825.0
7176,49+666,49+719,52.5,502.0,49.0,666.0,49.0,719.0,49666.0,49719.0,430.0,49.0,665.0,54.0,269.0,4605.0,U,,Kn-Eby,UIC,60.0,B2.5,P-Ec,49665.0,54269.0
7177,49+682,49+727,45.035,-4000.0,49.0,682.0,49.0,727.0,49682.0,49727.0,430.0,49.0,665.0,54.0,269.0,4605.0,U,,Kn-Eby,UIC,60.0,B2.5,P-Ec,49665.0,54269.0
7178,49+684,50+225,541.0,811.0,49.0,684.0,50.0,225.0,49684.0,50225.0,430.0,49.0,665.0,54.0,269.0,4605.0,U,,Kn-Eby,UIC,60.0,B2.5,P-Ec,49665.0,54269.0
7179,49+703,49+753,50.424,-20000.0,49.0,703.0,49.0,753.0,49703.0,49753.0,430.0,49.0,665.0,54.0,269.0,4605.0,U,,Kn-Eby,UIC,60.0,B2.5,P-Ec,49665.0,54269.0
7180,49+710,49+721,10.659,-1200.0,49.0,710.0,49.0,721.0,49710.0,49721.0,430.0,49.0,665.0,54.0,269.0,4605.0,U,,Kn-Eby,UIC,60.0,B2.5,P-Ec,49665.0,54269.0
7181,49+726,49+782,56.714,-70000.0,49.0,726.0,49.0,782.0,49726.0,49782.0,412.0,49.0,711.0,49.0,825.0,115.0,U2,3,Jn,UIC,60.0,B2.5,P-Ec,49711.0,49825.0
7182,49+726,49+783,56.715,-70000.0,49.0,726.0,49.0,783.0,49726.0,49783.0,412.0,49.0,711.0,49.0,825.0,115.0,U2,3,Jn,UIC,60.0,B2.5,P-Ec,49711.0,49825.0
7183,49+741,49+751,10.659,1200.0,49.0,741.0,49.0,751.0,49741.0,49751.0,412.0,49.0,711.0,49.0,825.0,115.0,U2,3,Jn,UIC,60.0,B2.5,P-Ec,49711.0,49825.0
7184,49+751,49+816,32.425,1200.0,49.0,751.0,49.0,816.0,49751.0,49816.0,711.0,49.0,745.0,50.0,11.0,268.0,E,3,Ho,E3,50.0,B,P-Ec,49745.0,50011.0
7185,49+754,49+859,105.0,500.0,49.0,754.0,49.0,859.0,49754.0,49859.0,711.0,49.0,745.0,50.0,11.0,268.0,E,3,Ho,E3,50.0,B,P-Ec,49745.0,50011.0
7186,49+764,49+809,44.76,1200.0,49.0,764.0,49.0,809.0,49764.0,49809.0,711.0,49.0,745.0,50.0,11.0,268.0,E,3,Ho,E3,50.0,B,P-Ec,49745.0,50011.0
7190,49+807,49+828,21.064,3200.0,49.0,807.0,49.0,828.0,49807.0,49828.0,711.0,49.0,745.0,50.0,11.0,268.0,E,3,Ho,E3,50.0,B,P-Ec,49745.0,50011.0
7192,49+826,49+891,32.406,-1200.0,49.0,826.0,49.0,891.0,49826.0,49891.0,412.0,49.0,816.0,50.0,60.0,242.0,N,1,Jn,UIC,60.0,B2.5,P-Ec,49816.0,50060.0
7194,49+848,49+911,63.0,960.0,49.0,848.0,49.0,911.0,49848.0,49911.0,412.0,49.0,816.0,50.0,60.0,242.0,N,1,Jn,UIC,60.0,B2.5,P-Ec,49816.0,50060.0
7195,49+872,49+926,54.014,-838.0,49.0,872.0,49.0,926.0,49872.0,49926.0,412.0,49.0,816.0,50.0,60.0,242.0,N,1,Jn,UIC,60.0,B2.5,P-Ec,49816.0,50060.0
7196,49+896,49+919,22.335,25000.0,49.0,896.0,49.0,919.0,49896.0,49919.0,412.0,49.0,891.0,50.0,60.0,168.0,U,4,Jn,UIC,60.0,B2.5,P-Ec,49891.0,50060.0
7197,49+896,49+929,33.2,5200.0,49.0,896.0,49.0,929.0,49896.0,49929.0,412.0,49.0,891.0,50.0,60.0,168.0,U,4,Jn,UIC,60.0,B2.5,P-Ec,49891.0,50060.0
7198,49+932,50+16,84.341,-5000.0,49.0,932.0,50.0,16.0,49932.0,50016.0,412.0,49.0,891.0,50.0,60.0,168.0,U,4,Jn,UIC,60.0,B2.5,P-Ec,49891.0,50060.0
7199,49+932,50+16,84.156,-4995.5,49.0,932.0,50.0,16.0,49932.0,50016.0,412.0,49.0,891.0,50.0,60.0,168.0,U,4,Jn,UIC,60.0,B2.5,P-Ec,49891.0,50060.0
7200,49+939,50+43,105.471,-2000.0,49.0,939.0,50.0,43.0,49939.0,50043.0,641.0,49.0,936.0,50.0,799.0,863.0,E,2,Rö,SJ,50.0,B2.5,P-Ec,49936.0,50799.0
7201,49+942,50+68,125.0,-568.0,49.0,942.0,50.0,68.0,49942.0,50068.0,641.0,49.0,936.0,50.0,799.0,863.0,E,2,Rö,SJ,50.0,B2.5,P-Ec,49936.0,50799.0
7202,49+942,50+530,587.1,-795.0,49.0,942.0,50.0,530.0,49942.0,50530.0,641.0,49.0,936.0,50.0,799.0,863.0,E,2,Rö,SJ,50.0,B2.5,P-Ec,49936.0,50799.0
7203,49+946,49+999,53.231,800.0,49.0,946.0,49.0,999.0,49946.0,49999.0,641.0,49.0,936.0,50.0,799.0,863.0,E,2,Rö,SJ,50.0,B2.5,P-Ec,49936.0,50799.0
7204,49+956,50+65,110.468,-829.0,49.0,956.0,50.0,65.0,49956.0,50065.0,641.0,49.0,936.0,50.0,799.0,863.0,E,2,Rö,SJ,50.0,B2.5,P-Ec,49936.0,50799.0
7205,49+991,50+266,272.0,1560.0,49.0,991.0,50.0,266.0,49991.0,50266.0,641.0,49.0,936.0,50.0,799.0,863.0,E,2,Rö,SJ,50.0,B2.5,P-Ec,49936.0,50799.0
7206,50+28,50+186,158.0,2920.0,50.0,28.0,50.0,186.0,50028.0,50186.0,641.0,49.0,936.0,50.0,799.0,863.0,E,2,Rö,SJ,50.0,B2.5,P-Ec,49936.0,50799.0
7207,50+40,50+128,88.484,3520.0,50.0,40.0,50.0,128.0,50040.0,50128.0,434.0,50.0,35.0,54.0,839.0,4804.0,N,,Tbo-Säp,UIC,60.0,B2.5,P-Ec,50035.0,54839.0
7208,50+51,50+83,32.556,300.0,50.0,51.0,50.0,83.0,50051.0,50083.0,434.0,50.0,35.0,54.0,839.0,4804.0,N,,Tbo-Säp,UIC,60.0,B2.5,P-Ec,50035.0,54839.0
7209,50+53,50+73,20.183,-21000.0,50.0,53.0,50.0,73.0,50053.0,50073.0,434.0,50.0,35.0,54.0,839.0,4804.0,N,,Tbo-Säp,UIC,60.0,B2.5,P-Ec,50035.0,54839.0
7210,50+55,50+67,12.253,-829.0,50.0,55.0,50.0,67.0,50055.0,50067.0,434.0,50.0,35.0,54.0,839.0,4804.0,N,,Tbo-Säp,UIC,60.0,B2.5,P-Ec,50035.0,54839.0
7211,50+59,50+337,277.7,585.0,50.0,59.0,50.0,337.0,50059.0,50337.0,711.0,50.0,56.0,50.0,873.0,817.0,E,3,Ho,E3,50.0,B,P-Ec,50056.0,50873.0
7212,50+63,50+456,392.99,-507.0,50.0,63.0,50.0,456.0,50063.0,50456.0,414.0,50.0,60.0,57.0,830.0,7779.0,N,,Jn-Mö,UIC,60.0,B2.5,P-Ec,50060.0,57830.0
7213,50+78,50+130,52.0,1087.0,50.0,78.0,50.0,130.0,50078.0,50130.0,414.0,50.0,60.0,57.0,830.0,7779.0,N,,Jn-Mö,UIC,60.0,B2.5,P-Ec,50060.0,57830.0
7214,50+86,50+324,238.0,394.0,50.0,86.0,50.0,324.0,50086.0,50324.0,414.0,50.0,60.0,57.0,830.0,7779.0,N,,Jn-Mö,UIC,60.0,B2.5,P-Ec,50060.0,57830.0
7215,50+86,50+541,454.994,-1210.0,50.0,86.0,50.0,541.0,50086.0,50541.0,414.0,50.0,60.0,57.0,830.0,7779.0,N,,Jn-Mö,UIC,60.0,B2.5,P-Ec,50060.0,57830.0
7216,50+92,50+544,451.708,-1216.0,50.0,92.0,50.0,544.0,50092.0,50544.0,414.0,50.0,60.0,57.0,830.0,7779.0,N,,Jn-Mö,UIC,60.0,B2.5,P-Ec,50060.0,57830.0
7217,50+118,50+151,32.056,-25000.0,50.0,118.0,50.0,151.0,50118.0,50151.0,414.0,50.0,60.0,57.0,830.0,7779.0,N,,Jn-Mö,UIC,60.0,B2.5,P-Ec,50060.0,57830.0
7218,50+130,50+159,28.481,-2500.0,50.0,130.0,50.0,159.0,50130.0,50159.0,732.0,50.0,127.0,50.0,385.0,258.0,E,2,Bmo,E3,50.0,B2.5,P-Ec,50127.0,50385.0
7219,50+152,50+203,50.592,760.0,50.0,152.0,50.0,203.0,50152.0,50203.0,732.0,50.0,127.0,50.0,385.0,258.0,E,2,Bmo,E3,50.0,B2.5,P-Ec,50127.0,50385.0
7220,50+160,50+230,70.0,1163.0,50.0,160.0,50.0,230.0,50160.0,50230.0,732.0,50.0,127.0,50.0,385.0,258.0,E,2,Bmo,E3,50.0,B2.5,P-Ec,50127.0,50385.0
7221,50+161,50+246,84.797,99000.0,50.0,161.0,50.0,246.0,50161.0,50246.0,732.0,50.0,127.0,50.0,385.0,258.0,E,2,Bmo,E3,50.0,B2.5,P-Ec,50127.0,50385.0
7222,50+165,50+210,45.0,800.0,50.0,165.0,50.0,210.0,50165.0,50210.0,732.0,50.0,127.0,50.0,385.0,258.0,E,2,Bmo,E3,50.0,B2.5,P-Ec,50127.0,50385.0
7224,50+180,50+293,113.0,500.0,50.0,180.0,50.0,293.0,50180.0,50293.0,732.0,50.0,127.0,50.0,385.0,258.0,E,2,Bmo,E3,50.0,B2.5,P-Ec,50127.0,50385.0
7225,50+186,50+287,101.0,1780.0,50.0,186.0,50.0,287.0,50186.0,50287.0,732.0,50.0,127.0,50.0,385.0,258.0,E,2,Bmo,E3,50.0,B2.5,P-Ec,50127.0,50385.0
7226,50+188,50+335,146.463,-798.0,50.0,188.0,50.0,335.0,50188.0,50335.0,732.0,50.0,127.0,50.0,385.0,258.0,E,2,Bmo,E3,50.0,B2.5,P-Ec,50127.0,50385.0
7227,50+194,50+226,32.0,-960.0,50.0,194.0,50.0,226.0,50194.0,50226.0,552.0,50.0,194.0,50.0,414.0,220.0,E,,Lnå,?,50.0,T,R-und,50194.0,50414.0
7228,50+197,50+238,41.053,2133.0,50.0,197.0,50.0,238.0,50197.0,50238.0,552.0,50.0,194.0,50.0,414.0,220.0,E,,Lnå,?,50.0,T,R-und,50194.0,50414.0
7229,50+200,50+317,116.6,-2704.0,50.0,200.0,50.0,317.0,50200.0,50317.0,552.0,50.0,194.0,50.0,414.0,220.0,E,,Lnå,?,50.0,T,R-und,50194.0,50414.0
7230,50+206,50+318,112.0,-1000.0,50.0,206.0,50.0,318.0,50206.0,50318.0,552.0,50.0,194.0,50.0,414.0,220.0,E,,Lnå,?,50.0,T,R-und,50194.0,50414.0
7232,50+296,50+322,27.0,6000.0,50.0,296.0,50.0,322.0,50296.0,50322.0,143.0,50.0,290.0,50.0,496.0,206.0,E,,Hsb,?,50.0,H,Hey,50290.0,50496.0
7234,50+307,50+430,122.389,-550.0,50.0,307.0,50.0,430.0,50307.0,50430.0,143.0,50.0,290.0,50.0,496.0,206.0,E,,Hsb,?,50.0,H,Hey,50290.0,50496.0
7235,50+313,50+354,41.0,-360.0,50.0,313.0,50.0,354.0,50313.0,50354.0,143.0,50.0,290.0,50.0,496.0,206.0,E,,Hsb,?,50.0,H,Hey,50290.0,50496.0
7236,50+372,50+406,33.0,445.0,50.0,372.0,50.0,406.0,50372.0,50406.0,133.0,50.0,333.0,51.0,334.0,1001.0,E,1,Set,E1,60.0,B2.5,P-Fc,50333.0,51334.0
7237,50+384,50+552,167.906,-2974.0,50.0,384.0,50.0,552.0,50384.0,50552.0,133.0,50.0,333.0,51.0,334.0,1001.0,E,1,Set,E1,60.0,B2.5,P-Fc,50333.0,51334.0
7238,50+390,50+561,171.0,-400.0,50.0,390.0,50.0,561.0,50390.0,50561.0,333.0,50.0,388.0,50.0,684.0,296.0,E,2,Gtf,SJ,50.0,B,P-Ec,50388.0,50684.0
7239,50+399,50+431,32.173,-28000.0,50.0,399.0,50.0,431.0,50399.0,50431.0,333.0,50.0,388.0,50.0,684.0,296.0,E,2,Gtf,SJ,50.0,B,P-Ec,50388.0,50684.0
7240,50+402,50+560,158.0,362.0,50.0,402.0,50.0,560.0,50402.0,50560.0,333.0,50.0,388.0,50.0,684.0,296.0,E,2,Gtf,SJ,50.0,B,P-Ec,50388.0,50684.0
7241,50+439,51+348,909.188,1779.0,50.0,439.0,51.0,348.0,50439.0,51348.0,732.0,50.0,439.0,51.0,510.0,1070.0,E,2,Bmo,E3,50.0,B2.5,P-Ec,50439.0,51510.0
7242,50+459,50+507,48.344,-300.0,50.0,459.0,50.0,507.0,50459.0,50507.0,552.0,50.0,443.0,50.0,779.0,336.0,E,,Lnå,BV,50.0,T,R-und,50443.0,50779.0
7243,50+459,50+558,99.0,588.0,50.0,459.0,50.0,558.0,50459.0,50558.0,552.0,50.0,443.0,50.0,779.0,336.0,E,,Lnå,BV,50.0,T,R-und,50443.0,50779.0
7245,50+486,50+546,59.816,-900.0,50.0,486.0,50.0,546.0,50486.0,50546.0,552.0,50.0,443.0,50.0,779.0,336.0,E,,Lnå,BV,50.0,T,R-und,50443.0,50779.0
7246,50+501,50+549,47.532,-300.0,50.0,501.0,50.0,549.0,50501.0,50549.0,932.0,50.0,499.0,51.0,284.0,756.0,E,2,Käb,UIC,60.0,B,P-Ec,50499.0,51284.0
7247,50+506,50+575,69.637,-740.0,50.0,506.0,50.0,575.0,50506.0,50575.0,932.0,50.0,499.0,51.0,284.0,756.0,E,2,Käb,UIC,60.0,B,P-Ec,50499.0,51284.0
7248,50+522,50+572,49.6,-20000.0,50.0,522.0,50.0,572.0,50522.0,50572.0,932.0,50.0,499.0,51.0,284.0,756.0,E,2,Käb,UIC,60.0,B,P-Ec,50499.0,51284.0
7249,50+524,50+737,213.0,-393.0,50.0,524.0,50.0,737.0,50524.0,50737.0,932.0,50.0,499.0,51.0,284.0,756.0,E,2,Käb,UIC,60.0,B,P-Ec,50499.0,51284.0
7250,50+562,50+582,20.83,770.0,50.0,562.0,50.0,582.0,50562.0,50582.0,421.0,50.0,559.0,55.0,908.0,5348.0,E,,Ssa-Nk,SJ,50.0,B2.5,P-Ec,50559.0,55908.0
7251,50+562,50+602,40.08,1400.0,50.0,562.0,50.0,602.0,50562.0,50602.0,421.0,50.0,559.0,55.0,908.0,5348.0,E,,Ssa-Nk,SJ,50.0,B2.5,P-Ec,50559.0,55908.0
7252,50+563,50+618,55.0,-526.0,50.0,563.0,50.0,618.0,50563.0,50618.0,421.0,50.0,559.0,55.0,908.0,5348.0,E,,Ssa-Nk,SJ,50.0,B2.5,P-Ec,50559.0,55908.0
7253,50+604,50+859,254.916,650.0,50.0,604.0,50.0,859.0,50604.0,50859.0,421.0,50.0,559.0,55.0,908.0,5348.0,E,,Ssa-Nk,SJ,50.0,B2.5,P-Ec,50559.0,55908.0
7254,50+613,50+650,37.0,-500.0,50.0,613.0,50.0,650.0,50613.0,50650.0,421.0,50.0,559.0,55.0,908.0,5348.0,E,,Ssa-Nk,SJ,50.0,B2.5,P-Ec,50559.0,55908.0
